건축물동수,건축물연면적,사업장명,업태구분명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,위너스태권도종합스포츠,태권도,2017-05-29,,211453.050926808,443165.755655708,체육도장업,2026-04-22 22:32:20,I,03,폐업,,2017-05-29 13:57:50,,2007-05-21,,,서울특별시 송파구 문정동 1 문정래미안상가 204호,,CDFH3301022007000006,3230000,사립,"서울특별시 송파구 문정로 83 (문정동, 문정래미안아파트)",05794,03,폐업,,,
,,청룡건강박사체육관,,2008-06-08,,209475.40025818,444598.521741887,체육도장업,2026-04-22 22:32:20,I,03,폐업,0,2008-06-16 19:52:48,,2007-06-11,138-847,,서울특별시 송파구 석촌동 289-11 지하1층,,CDFH3301022007000010,3230000,사립,"서울특별시 송파구 백제고분로40길 19-23  (석촌동,지하1층)",,03,폐업,,,
,895,원도태권도,태권도,2022-06-29,,210332.675266275,445319.80164747,체육도장업,2026-04-22 22:32:20,I,03,폐업,,2022-06-29 11:05:17,,2007-07-10,,,서울특별시 송파구 방이동 124-19,,CDFH3301022007000012,3230000,사립,"서울특별시 송파구 백제고분로48길 44 (방이동, 동보빌딩)",05643,03,폐업,,,
,,X.P.L 태권도,,2014-11-07,,211256.110885936,445046.983533858,체육도장업,2026-04-22 22:32:20,I,03,폐업,,2014-11-07 16:32:29,,2007-08-27,138-856,,서울특별시 송파구 오금동 42 2층,,CDFH3301022007000013,3230000,사립,"서울특별시 송파구 마천로 70, 2층 (오금동)",,03,폐업,,,
,,중대태권도장,,2009-08-07,,210078.620886389,444319.854164351,체육도장업,2026-04-22 22:32:20,I,03,폐업,0,2009-08-07 18:32:13,,2007-10-01,138-854,,서울특별시 송파구 송파동 180-3 2층,,CDFH3301022007000016,3230000,사립,"서울특별시 송파구 송파대로36길 26  (송파동,2층)",,03,폐업,,,
,,백호태권도,,2008-04-15,,208407.018673155,444448.846648528,체육도장업,2026-04-22 22:32:20,I,03,폐업,0,2008-05-13 13:25:37,,2007-10-01,138-841,,서울특별시 송파구 삼전동 180-2 지하1층,,CDFH3301022007000017,3230000,사립,"서울특별시 송파구 백제고분로 266  (삼전동,지하1층)",,03,폐업,,,20420105
,,오주체육관,,2012-07-30,,212090.685323707,444169.045594177,체육도장업,2026-04-22 22:32:20,I,03,폐업,,2012-07-30 17:50:43,,2007-10-04,138-859,,서울특별시 송파구 오금동 152-3 2층,,CDFH3301022007000018,3230000,사립,서울특별시 송파구 동남로24길 11 (오금동),,03,폐업,,,
,,한국 체대 엄지태권도,,2011-04-05,,211751.044284803,443077.366413892,체육도장업,2026-04-22 22:32:20,I,03,폐업,0,2011-04-05 10:56:29,,2007-11-29,138-200,,서울특별시 송파구 문정동 137-23 3층,,CDFH3301022007000019,3230000,사립,"서울특별시 송파구 송이로31길 28  (문정동,3층)",,03,폐업,,,
,1041,한얼태권도장,태권도,2020-03-26,,212957.783750648,443402.926400735,체육도장업,2026-04-22 22:32:20,I,03,폐업,,2020-03-26 17:42:30,,2007-12-05,138-814,,서울특별시 송파구 거여동 31-16 3층,,CDFH3301022007000020,3230000,사립,서울특별시 송파구 오금로 528 (거여동),05773,03,폐업,,,
,,바른석사태권도,,2008-09-11,,210864.747947143,444324.518612264,체육도장업,2026-04-22 22:32:20,I,03,폐업,0,2008-09-11 15:38:25,,2008-01-24,138-801,,서울특별시 송파구 가락동 29-14 2층,,CDFH3301022008000001,3230000,사립,"서울특별시 송파구 양재대로66길 22  (가락동,2층)",,03,폐업,,,
,,K-태권도 마샬아츠,,2008-07-17,,207446.195681118,445226.325981812,체육도장업,2026-04-22 22:32:21,I,03,폐업,0,2008-07-17 13:29:39,,2008-04-02,138-862,,서울특별시 송파구 잠실동 207-5 지하1층,,CDFH3301022008000006,3230000,사립,"서울특별시 송파구 석촌호수로12길 14  (잠실동,지하1층)",,03,폐업,,,
,,한양대 한국태권도,,2010-01-27,,211446.516264996,442486.731001026,체육도장업,2026-04-22 22:32:22,I,03,폐업,0,2010-01-27 18:14:40,,2008-08-05,138-200,,서울특별시 송파구 문정동 100-7 2층,,CDFH3301022008000008,3230000,사립,"서울특별시 송파구 새말로 151  (문정동,2층)",,03,폐업,,,
,,경희 잠현 태권도,,2009-04-02,,209151.713940169,446519.612162961,체육도장업,2026-04-22 22:32:22,I,03,폐업,0,2009-04-02 19:03:09,,2008-11-20,138-240,,서울특별시 송파구 신천동 17-4 파크리오(아)상가 511호,,CDFH3301022008000012,3230000,사립,"서울특별시 송파구 올림픽로 435,  511호 (신천동,파크리오(아)상가)",,03,폐업,,,
,,경희대태풍태권도,,2011-04-18,,210909.836894082,443057.431058482,체육도장업,2026-04-22 22:32:23,I,03,폐업,,2011-04-18 16:32:35,,2009-03-17,138-825,,서울특별시 송파구 문정동 29-3 3층,,CDFH3301022009000002,3230000,사립,"서울특별시 송파구 동남로6길 6  (문정동,3층)",,03,폐업,,,
,,경희대 태권도 짐,,2009-11-02,,207373.50021477,445545.656024061,체육도장업,2026-04-22 22:32:23,I,03,폐업,,2009-11-02 18:30:22,,2009-04-24,138-220,1,서울특별시 송파구 잠실동 19-9 파인애플상가 5층동 5B10~5B12호,,CDFH3301022009000005,3230000,사립,"서울특별시 송파구 올림픽로 119, 5층동 5B10~5B12호 (잠실동,파인애플상가)",,03,폐업,,,
,,송파 검도관,,2011-03-23,,210205.451630516,444533.495010138,체육도장업,2026-04-22 22:32:23,I,03,폐업,,2011-03-23 12:26:14,,2009-06-03,138-854,,서울특별시 송파구 송파동 174-3 지하1층,,CDFH3301022009000006,3230000,사립,"서울특별시 송파구 송이로 22-1  (송파동,지하1층)",,03,폐업,,,
,1131,경희대체육관,태권도,2019-04-22,,210751.18619917,445063.773802445,체육도장업,2026-04-22 22:32:23,I,03,폐업,,2019-04-22 09:51:38,,2009-07-17,138-836,,서울특별시 송파구 방이동 218-35 3층,,CDFH3301022009000008,3230000,사립,"서울특별시 송파구 오금로31길 22, 3층 (방이동)",05646,03,폐업,,,
,985,아이캔 태권도,태권도,2021-08-11,,210469.095685642,444114.924163732,체육도장업,2026-04-22 22:32:24,I,03,폐업,,2021-08-18 14:14:29,,2009-11-25,138-160,,서울특별시 송파구 가락동 159-6 2층,,CDFH3301022009000013,3230000,사립,"서울특별시 송파구 송이로14길 3, 2층 (가락동)",05707,03,폐업,,,
,2436,석촌경희대태권스쿨스포츠클럽,태권도,2022-07-21,,,,체육도장업,2026-04-22 22:32:24,I,03,폐업,,2022-07-21 11:19:20,,2010-02-19,,1,서울특별시 송파구 석촌동 273-401,,CDFH3301022010000001,3230000,사립,서울특별시 송파구 가락로 82-401 (석촌동),05696,03,폐업,,,
,,한국체대엄지태권도,,2013-02-14,,211591.053808857,442873.351740073,체육도장업,2026-04-22 22:32:27,I,03,폐업,,2013-02-14 18:11:22,,2011-04-05,138-200,1,서울특별시 송파구 문정동 116-4 지하1층,,CDFH3301022011000004,3230000,사립,"서울특별시 송파구 송이로 239  (문정동,지하1층)",,03,폐업,,,
,,마천복싱클럽,,2013-09-23,,212680.513110857,444091.950109782,체육도장업,2026-04-22 22:32:27,I,03,폐업,,2013-09-23 16:13:58,,2011-06-24,138-813,1,서울특별시 송파구 거여동 1-9 3층,,CDFH3301022011000006,3230000,사립,서울특별시 송파구 성내천로 142 (거여동),,03,폐업,,,
,,오주태권도,태권도,2016-02-18,,212034.225867965,444245.420744453,체육도장업,2026-04-22 22:32:27,I,03,폐업,,2016-02-18 17:19:04,,2012-07-30,138-859,1,서울특별시 송파구 오금동 151-3,,CDFH3301022012000009,3230000,사립,서울특별시 송파구 동남로 278 (오금동),05740,03,폐업,,,
,,한국체대탑태권도장,,2013-10-17,,207685.061425902,445096.14128138,체육도장업,2026-04-22 22:32:28,I,03,폐업,,2013-10-17 14:58:27,,2012-11-13,138-862,1,서울특별시 송파구 잠실동 209-10 지하1층,,CDFH3301022012000012,3230000,사립,서울특별시 송파구 석촌호수로 98 (잠실동),,03,폐업,,,
,,선비태권도,태권도,2017-02-16,,211199.509258022,441680.580139573,체육도장업,2026-04-22 22:32:28,I,03,폐업,,2017-02-16 16:08:19,,2012-12-10,138-923,1,서울특별시 송파구 장지동 841-4 대진플라자 4층,,CDFH3301022012000015,3230000,사립,서울특별시 송파구 충민로2길 28 (장지동),05816,03,폐업,,,
,949,수신재 검도관,검도,2018-03-26,,208442.334997138,444446.820960156,체육도장업,2026-04-22 22:32:28,I,03,폐업,,2018-03-26 09:13:38,,2013-02-15,138-841,1,서울특별시 송파구 삼전동 180-4 지하1층,,CDFH3301022013000002,3230000,사립,서울특별시 송파구 백제고분로 270 (삼전동),05585,03,폐업,,,
,,용인대청목태권도,태권도,2017-08-21,,211814.165016785,443128.998334934,체육도장업,2026-04-22 22:32:28,I,03,폐업,,2017-08-21 10:09:15,,2013-02-20,138-200,1,서울특별시 송파구 문정동 139-15 301호,,CDFH3301022013000003,3230000,사립,서울특별시 송파구 송이로31길 36 (문정동),05793,03,폐업,,,
,958,용인대토성태권도장,태권도,2021-12-20,,209919.737170091,447626.593822422,체육도장업,2026-04-22 22:32:28,I,03,폐업,,2021-12-27 11:14:12,,2013-07-16,138-874,1,서울특별시 송파구 풍납동 269-30 2층,,CDFH3301022013000008,3230000,사립,서울특별시 송파구 토성로 21 (풍납동),05534,03,폐업,,,
,,파워복싱,,2014-08-29,,207247.563537513,445424.341227736,체육도장업,2026-04-22 22:32:28,I,03,폐업,,2014-08-29 16:40:49,,2013-11-05,138-861,1,서울특별시 송파구 잠실동 182-2,,CDFH3301022013000014,3230000,사립,"서울특별시 송파구 올림픽로12길 8, 401호 (잠실동)",,03,폐업,,,
,,와일드카드복싱,,2015-12-30,,208707.089897534,446299.352775446,체육도장업,2026-04-22 22:32:28,I,03,폐업,,2015-12-30 17:35:04,,2013-11-08,138-796,2,서울특별시 송파구 신천동 7 장미A상가406외,,CDFH3301022013000015,3230000,사립,서울특별시 송파구 올림픽로35길 124 (신천동),05504,03,폐업,,,
,76449,크로스핏에임,,2021-07-08,,209160.342515348,446201.867636819,체육도장업,2026-04-22 22:32:29,I,03,폐업,,2021-07-19 13:13:09,,2013-12-04,138-240,1,"서울특별시 송파구 신천동 11-8 지층106호,126호",,CDFH3301022013000016,3230000,사립,"서울특별시 송파구 올림픽로35길 93, 지층 106,126호 (신천동)",05510,03,폐업,,,
,3990,나르샤 태권도,태권도,2024-04-16,,213424.039922307,443622.381480097,체육도장업,2026-04-22 22:32:31,I,03,폐업,,2024-04-16 14:49:24,,2015-08-28,,1,서울특별시 송파구 마천동 307-5,,CDFH3301022015000009,3230000,사립,"서울특별시 송파구 마천로57길 12, 2층 (마천동)",05759,03,폐업,,,02-400-1641
,712,킹짐,유도,2019-08-23,,207929.421002766,444956.907132487,체육도장업,2026-04-22 22:32:31,I,03,폐업,,2019-08-23 16:48:23,,2015-11-12,,1,서울특별시 송파구 삼전동 1-5,,CDFH3301022015000010,3230000,사립,서울특별시 송파구 삼전로 96 (삼전동),05599,03,폐업,,,
,,원더우먼태권클럽,태권도,2017-05-12,,207903.789644245,444731.4161902,체육도장업,2026-04-22 22:32:31,I,03,폐업,,2017-05-12 14:24:53,,2016-05-11,,1,서울특별시 송파구 삼전동 11-9 지하,,CDFH3301022016000001,3230000,사립,"서울특별시 송파구 백제고분로21길 10, 지하층 (삼전동, 금영빌딩)",05605,03,폐업,,,
,245,광호체육관,권투,2022-10-17,,213278.14413528,443856.213105671,체육도장업,2026-04-22 22:32:31,I,03,폐업,,2022-10-17 18:04:29,,2016-05-20,,1,서울특별시 송파구 마천동 178-1 지하,,CDFH3301022016000002,3230000,사립,"서울특별시 송파구 마천로41길 32, 지하층 (마천동)",05757,03,폐업,,,02-448-8268
,747,우슈무술관,유도,2019-11-06,,210087.994217682,445441.589480244,체육도장업,2026-04-22 22:32:33,I,03,폐업,,2019-11-06 18:03:25,,2017-12-22,,1,서울특별시 송파구 방이동 113-4 금호빌딩,,CDFH3301022017000007,3230000,사립,"서울특별시 송파구 백제고분로48길 16, 금호빌딩 4층 (방이동)",05641,03,폐업,,,02-423-7395
,,파이트핏,권투,2023-12-26,,209650.754826227,444785.801374882,체육도장업,2026-04-22 22:32:34,I,03,폐업,,2023-12-26 16:14:25,,2019-12-12,,,서울특별시 송파구 송파동 87-21,,CDFH3301022019000009,3230000,사립,"서울특별시 송파구 백제고분로42길 14, 지하층 (송파동)",05667,03,폐업,,,
,817,원투복싱체육관,권투,2023-12-26,,212868.812454154,444025.540493315,체육도장업,2026-04-22 22:32:34,I,03,폐업,,2023-12-26 14:09:23,,2020-07-31,,1,서울특별시 송파구 마천동 35,,CDFH3301022020000007,3230000,사립,"서울특별시 송파구 마천로 263, 3층 (마천동)",05734,03,폐업,,,
,,피트니스 에이치,권투,2022-05-31,,209281.15685199,444656.419215904,체육도장업,2026-04-22 22:32:34,I,03,폐업,,2022-05-31 18:22:47,,2020-12-15,,,서울특별시 송파구 석촌동 285-5 옥당빌딩,,CDFH3301022020000008,3230000,사립,"서울특별시 송파구 백제고분로40길 4, 옥당빌딩 지하 1층 (석촌동)",05684,03,폐업,,,
,1133,힛더짐 3호점,권투,2022-05-31,,211170.826409202,445161.476159198,체육도장업,2026-04-22 22:32:34,I,03,폐업,,2022-05-31 17:44:10,,2021-06-25,,,서울특별시 송파구 오금동 18-7 삼광빌딩,,CDFH3301022021000002,3230000,사립,"서울특별시 송파구 위례성대로20길 33, 삼광빌딩 지하1층 (오금동)",05657,03,폐업,,,
,985,ICT 태권도,태권도,2022-12-05,,210469.095685642,444114.924163732,체육도장업,2026-04-22 22:32:34,I,03,폐업,,2022-12-05 17:56:10,,2021-08-23,,,서울특별시 송파구 가락동 159-6 2층 좌측,,CDFH3301022021000003,3230000,사립,"서울특별시 송파구 송이로14길 3, 2층 (가락동)",05707,03,폐업,,,
,790,핏아일랜드 잠실 PT복싱헬스,권투,2024-03-18,,208185.595,444973.02,체육도장업,2026-04-22 22:32:34,I,03,폐업,,2024-03-18 15:29:24,,2022-04-12,,,서울특별시 송파구 삼전동 22-7 3층,,CDFH3301022022000003,3230000,사립,"서울특별시 송파구 석촌호수로 148, 3층 (삼전동)",05600,03,폐업,,,
,1044,크로스핏 샷,권투,2025-03-21,,209486.793951821,444895.395901482,체육도장업,2026-04-22 22:32:35,I,03,폐업,,2025-03-21 17:59:03,,2024-05-28,,1,서울특별시 송파구 송파동 19-7 성일빌딩 지하1층,,CDFH3301022024000002,3230000,사립,"서울특별시 송파구 백제고분로 383, 성일빌딩 지하1층 (송파동)",05626,03,폐업,,,
0,0,나토얀태권도체육관,,2000-11-20,,211673.024481769,445193.418177653,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2003-02-17 15:15:04,,1997-04-28,138-855,0,서울특별시 송파구 오금동 5-4,,CDFH3301021997000002,3230000,사립,서울특별시 송파구 중대로 317-14  (오금동),,03,폐업,,,
0,0,한마당체육관,,1998-03-11,,211360.492859605,444924.373362214,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2003-02-17 15:15:04,,1997-04-28,138-855,0,서울특별시 송파구 오금동 39-1,,CDFH3301021997000003,3230000,사립,서울특별시 송파구 오금로35길 44  (오금동),,03,폐업,,,
,475,경희체육도장,,2021-09-06,,210122.647832656,448207.0991017,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2021-09-07 16:19:58,,1997-07-02,138-873,,서울특별시 송파구 풍납동 177-23,,CDFH3301021997000004,3230000,사립,서울특별시 송파구 한가람로14길 13 (풍납동),05516,03,폐업,,,
0,0,현무체육관,,1999-06-14,,211249.190302708,443098.142260961,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-17 15:15:04,,1997-10-15,138-824,0,서울특별시 송파구 문정동 9-8,,CDFH3301021997000011,3230000,사립,서울특별시 송파구 송이로 200  (문정동),,03,폐업,,,
0,0,해병대태권도체육관,,1999-06-30,,212738.811162468,444041.834776787,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-17 15:15:04,,1997-11-06,138-110,0,"서울특별시 송파구 거여동 128-6 ,7",,CDFH3301021997000013,3230000,사립,"서울특별시 송파구 오금로53길 54  (거여동,,7)",,03,폐업,,,
,,왕호태권도장,,2004-10-12,,210580.252342374,444957.167617605,체육도장업,2026-04-22 22:31:59,I,03,폐업,0,2004-10-13 09:18:03,,1998-01-26,138-836,,서울특별시 송파구 방이동 226-1,,CDFH3301021998000001,3230000,사립,서울특별시 송파구 오금로27길 4  (방이동),,03,폐업,,,
,,경희체육관,,2003-03-04,,209736.532018548,444690.129131378,체육도장업,2026-04-22 22:31:59,I,03,폐업,0,2006-04-07 15:00:57,,1998-02-13,138-850,,서울특별시 송파구 송파동 93-2 2층,,CDFH3301021998000002,3230000,사립,"서울특별시 송파구 백제고분로42길 26-1  (송파동,2층)",,03,폐업,,,
0,0,대한강무관,,1999-05-03,,212986.657379708,443402.910850136,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-17 15:15:04,,1998-06-10,138-814,0,서울특별시 송파구 거여동 32-0,,CDFH3301021998000005,3230000,사립,서울특별시 송파구 오금로 530  (거여동),,03,폐업,,,
,,경희스포츠클럽,,2006-11-30,,211522.9,445286.35,체육도장업,2026-04-22 22:31:59,I,03,폐업,0,2006-11-30 09:11:48,,1998-06-19,138-855,,서울특별시 송파구 오금동 8-5,,CDFH3301021998000006,3230000,사립,서울특별시 송파구 위례성대로22길 6  (오금동),,03,폐업,,,
0,0,고려체육관,,2001-02-01,,212981.012010611,443486.577400801,체육도장업,2026-04-22 22:32:00,I,03,폐업,,2003-02-17 15:15:04,,1998-06-25,138-815,0,서울특별시 송파구 거여동 235-0,,CDFH3301021998000007,3230000,사립,서울특별시 송파구 거마로8길 25  (거여동),,03,폐업,,,
,2193,용인대 방이태권도,태권도,2024-12-03,,210423.730780943,445693.164482588,체육도장업,2026-04-22 22:32:01,I,03,폐업,,2024-12-03 08:57:06,,1998-11-14,,,서울특별시 송파구 방이동 170-3,,CDFH3301021998000009,3230000,사립,"서울특별시 송파구 백제고분로50길 35 (방이동, 정원빌딩)",05628,03,폐업,,,
,,코리아체육관,,2006-06-19,,211048.29631737,444742.809208914,체육도장업,2026-04-22 22:32:01,I,03,폐업,0,2006-06-19 16:55:08,,1998-12-01,138-856,,서울특별시 송파구 오금동 44-0 현대상가 26호,,CDFH3301021998000010,3230000,사립,"서울특별시 송파구 오금로35길 17,  26호 (오금동,현대상가)",,03,폐업,,,
,,신라체육관,,2004-11-08,,212970.791929271,443874.845102341,체육도장업,2026-04-22 22:32:02,I,03,폐업,0,2004-11-17 10:23:16,,1999-01-18,138-814,,서울특별시 송파구 거여동 185-1,,CDFH3301021999000001,3230000,사립,서울특별시 송파구 마천로 282  (거여동),,03,폐업,,,
0,0,비봉,,2000-12-14,,211453.050926808,443165.755655708,체육도장업,2026-04-22 22:32:02,I,03,폐업,,2003-02-17 15:15:04,,1999-01-20,138-823,0,서울특별시 송파구 문정동 1-0 문정상가 208동,,CDFH3301021999000002,3230000,사립,"서울특별시 송파구 문정로 83, 208동 (문정동,문정상가)",,03,폐업,,,
,,박천체육관,,2009-07-15,,210751.18619917,445063.773802445,체육도장업,2026-04-22 22:32:02,I,03,폐업,0,2009-07-15 13:50:48,,1999-02-18,138-836,,서울특별시 송파구 방이동 218-35 3층,,CDFH3301021999000003,3230000,사립,"서울특별시 송파구 오금로31길 22  (방이동,3층)",,03,폐업,,,
0,,참교육 태권도,태권도,2017-07-05,,212746.605399733,444083.008009877,체육도장업,2026-04-22 22:32:03,I,03,폐업,,2017-07-05 10:11:55,,1999-07-01,138-813,,서울특별시 송파구 거여동 1-0,,CDFH3301021999000004,3230000,사립,서울특별시 송파구 마천로 252 (거여동),05736,03,폐업,,,02-406-8833
,,태권도왕호체육관,,2007-03-21,,211252.625291644,443898.286081079,체육도장업,2026-04-22 22:32:03,I,03,폐업,0,2007-03-22 11:15:07,,1999-11-01,138-809,,서울특별시 송파구 가락동 153-8,,CDFH3301021999000006,3230000,사립,서울특별시 송파구 송이로23길 52-42  (가락동),,03,폐업,,,
,,청호체육관,,2007-09-05,,,,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2007-09-05 13:22:24,,2000-01-26,138-815,,서울특별시 송파구 거여동 202-159,,CDFH3301022000000002,3230000,사립,서울특별시 송파구 마천로46길 3  (거여동),,03,폐업,,,
,,경원체육관,,2011-03-08,,210429.124393188,445387.455166553,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2011-03-08 17:38:11,,2000-03-21,138-831,,서울특별시 송파구 방이동 135-3,,CDFH3301022000000003,3230000,사립,서울특별시 송파구 가락로 254-1  (방이동),,03,폐업,,,
,,용인대체육관,,2006-12-11,,212645.539631084,443127.535494347,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2006-12-12 11:36:06,,2000-04-18,138-110,,서울특별시 송파구 거여동 290-1,,CDFH3301022000000004,3230000,사립,서울특별시 송파구 양산로 14  (거여동),,03,폐업,,,
,,송파복싱,,2013-04-02,,209280.479890086,444287.215875966,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2013-04-02 18:17:03,,2000-05-12,138-846,,서울특별시 송파구 석촌동 272-9,,CDFH3301022000000006,3230000,사립,서울특별시 송파구 가락로 85 (석촌동),,03,폐업,,,34318156
,2539,용인대 한빛태권도,태권도,2019-03-15,,210149.26634657,448364.723368836,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2019-03-15 14:32:44,,2000-05-22,138-873,,서울특별시 송파구 풍납동 506-0 동아한가람상가2층,,CDFH3301022000000008,3230000,사립,"서울특별시 송파구 한가람로16길 7, 2층 (풍납동)",05516,03,폐업,,,
,,창룡검도관,,2006-07-01,,208407.018673155,444448.846648528,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2006-10-20 17:09:01,,2000-07-12,138-841,,서울특별시 송파구 삼전동 180-2,,CDFH3301022000000009,3230000,사립,서울특별시 송파구 백제고분로 266  (삼전동),,03,폐업,,,22026885
,,나토얀체육관,,2006-05-15,,211760.769832689,444443.41272125,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2006-08-31 09:55:10,,2000-11-20,138-857,,서울특별시 송파구 오금동 58-10,,CDFH3301022000000013,3230000,사립,서울특별시 송파구 동남로23길 29  (오금동),,03,폐업,,,34016943
,,태권도아성태권도장,,2010-04-19,,207396.416849098,444682.105012443,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2010-04-19 17:40:20,,2000-12-23,138-866,,서울특별시 송파구 잠실동 316-6,,CDFH3301022000000014,3230000,사립,서울특별시 송파구 백제고분로18길 10  (잠실동),,03,폐업,,,
0,0,한양태권도,,2001-10-24,,210270.931514708,444892.989369002,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2003-02-17 15:15:04,,2001-02-12,138-854,0,서울특별시 송파구 송파동 149,,CDFH3301022001000001,3230000,사립,서울특별시 송파구 가락로28길 9  (송파동),,03,폐업,,,
,,송파검도관,,2006-06-30,,210218.476762636,444959.310417302,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2006-07-11 17:02:32,,2001-02-20,138-854,,서울특별시 송파구 송파동 146-2 9통5반,,CDFH3301022001000002,3230000,사립,서울특별시 송파구 가락로 208  (송파동),,03,폐업,,,
,,호돌이체육관,,2004-11-17,,,,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2004-11-19 15:41:52,,2001-02-22,138-170,,서울특별시 송파구 송파동 산 131-25,,CDFH3301022001000003,3230000,사립,,,03,폐업,,,
,,한얼태권도,,2003-03-03,,212906.764840691,443463.558483681,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2004-07-14 17:32:10,,2001-03-02,138-814,,서울특별시 송파구 거여동 36-10,,CDFH3301022001000004,3230000,사립,서울특별시 송파구 거마로2길 18  (거여동),,03,폐업,,,
,,천마종합체육도장,,2003-05-29,,209672.180134884,444286.042227195,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2003-12-02 12:00:19,,2001-03-03,138-847,,서울특별시 송파구 석촌동 297-23 37통9반,,CDFH3301022001000005,3230000,사립,서울특별시 송파구 송파대로37길 18  (석촌동),,03,폐업,,,
,,한국체대태권도교실,,2002-01-14,,209823.8276243,444870.84789491,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2004-05-27 10:39:36,,2001-03-20,138-851,,서울특별시 송파구 송파동 115-9 20통1반,,CDFH3301022001000006,3230000,사립,서울특별시 송파구 가락로21길 49  (송파동),,03,폐업,,,
0,0,해동검도송무관,,2002-07-10,,210432.726398095,444603.003663184,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2003-02-17 15:15:04,,2001-06-15,138-853,0,서울특별시 송파구 송파동 163-17 3층,,CDFH3301022001000008,3230000,사립,"서울특별시 송파구 오금로32길 32  (송파동,3층)",,03,폐업,,,
,,가락금호체육도장,,2003-08-10,,210422.574505583,443987.754829695,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2006-02-28 16:21:05,,2001-07-11,138-804,,서울특별시 송파구 가락동 91-10,,CDFH3301022001000009,3230000,사립,서울특별시 송파구 양재대로62길 18  (가락동),,03,폐업,,,
,,가락경희태권도장,,2010-12-23,,211489.723268902,443627.023659672,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2010-12-23 15:24:56,,2001-07-19,138-812,,서울특별시 송파구 가락동 193-8,,CDFH3301022001000010,3230000,사립,서울특별시 송파구 동남로 194  (가락동),,03,폐업,,,
,,KU태권도센터,,2003-05-29,,209772.817172284,445245.143169546,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2003-12-02 13:46:16,,2001-08-07,138-849,,서울특별시 송파구 송파동 48-4 지하1층,,CDFH3301022001000012,3230000,사립,"서울특별시 송파구 백제고분로 431  (송파동,지하1층)",,03,폐업,,,
,,웅비용마무술관,,2003-01-31,,212347.784744667,443695.658270187,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2004-05-27 13:20:02,,2001-09-03,138-813,,서울특별시 송파구 거여동 19-8 (2층),,CDFH3301022001000013,3230000,사립,"서울특별시 송파구 오금로 457  (거여동,(2층))",,03,폐업,,,
0,0,경호태권도,,2002-07-26,,212017.076709206,444222.753883853,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2003-02-17 15:15:04,,2001-09-03,138-859,0,서울특별시 송파구 오금동 151-5,,CDFH3301022001000014,3230000,사립,서울특별시 송파구 동남로 274  (오금동),,03,폐업,,,
,,다윗체육관,,2004-10-01,,210200.787787941,443224.30767721,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2004-10-01 14:30:40,,2001-09-18,138-200,,서울특별시 송파구 문정동 150-30 (2층),,CDFH3301022001000015,3230000,사립,"서울특별시 송파구 송파대로27길 26  (문정동,(2층))",,03,폐업,,,
,,경희훼밀리체육관,,2003-05-29,,210045.748264305,442930.687284628,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2003-12-02 17:02:19,,2001-10-12,138-200,,서울특별시 송파구 문정동 150-0 올림픽훼밀리타운상가 2동,,CDFH3301022001000017,3230000,사립,"서울특별시 송파구 중대로 24  (문정동,올림픽훼밀리타운상가 2동)",,03,폐업,,,
,,호돌이태권도장,,2005-12-15,,,,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2005-01-28 17:34:57,,2001-11-09,138-170,,서울특별시 송파구 송파동 292-25 8통6반 효자촌 311동 1501호,,CDFH3301022001000018,3230000,사립,,,03,폐업,,,
